leave_type,leave_start_date,leave_end_date,leave_start_period,leave_end_period,leave_days,applicant_name,reporting_person,applicant_department,applicant_subdepartment
medical_leave,03-07-2023,13-07-2023,full_day,first_half,11,Brittany Potts,Jennifer Flores,Business,Business Development Executive
paternity_leave,30-12-2024,04-01-2025,first_half,full_day,6,Margaret Miller,Robin Huang,Office Admin,Office Admin
paternity_leave,04-04-2025,13-04-2025,full_day,full_day,10,Derek Vang,Timothy Jordan,HR,Project coordinator
paternity_leave,30-07-2024,06-08-2024,full_day,full_day,8,Michael Davila,Samantha Garza,Technical,ReactJS
casual_leave,12-05-2023,14-05-2023,second_half,full_day,3,Robin Ruiz,Curtis Schwartz,Business,Business Development Executive
academic_leave,04-05-2024,07-05-2024,full_day,first_half,4,Michael Hobbs,Courtney Young,Office Admin,Office Admin
paternity_leave,24-05-2023,27-05-2023,full_day,first_half,4,Christopher Flores,Derrick Dennis,Technical,System
maternity_leave,01-07-2024,04-07-2024,full_day,first_half,4,April Vega,Seth Johnson,Technical,Angular
medical_leave,31-05-2024,06-06-2024,full_day,first_half,7,Lindsay Stevens,Daniel Stewart,Business,Business Development Executive
casual_leave,07-09-2024,10-09-2024,second_half,first_half,4,Jennifer Taylor,Lori Cox,Technical,Angular
maternity_leave,30-06-2023,30-06-2023,full_day,first_half,0.5,Gary Williams,Rebecca Coleman,Technical,iOS
paternity_leave,13-06-2024,13-06-2024,second_half,first_half,0.5,Cheyenne Mendoza,Tara Wilson,Business,Business Development Executive
marriage_leave,30-12-2024,02-01-2025,first_half,full_day,4,Emily Moyer,Zachary Hanson,Business,Business Development Executive
marriage_leave,23-09-2024,02-10-2024,full_day,first_half,10,Rachel Terrell,Hannah Bailey,HR,HR
maternity_leave,27-11-2023,01-12-2023,second_half,full_day,5,Zachary Whitehead,Justin Harris,HR,Project coordinator
medical_leave,02-04-2025,11-04-2025,second_half,first_half,10,Adrian Huffman,Stephanie Lewis,HR,Project coordinator
maternity_leave,21-07-2023,22-07-2023,full_day,first_half,2,Lance Reyes,Mary Parker,Business,Business Development Executive
maternity_leave,23-08-2023,31-08-2023,full_day,first_half,9,Bradley Hamilton,Phillip Holmes,Office Admin,Office Admin
maternity_leave,17-07-2024,21-07-2024,full_day,full_day,5,Ronald Fry,Rachel Day,Business,Business Development Executive
marriage_leave,27-06-2024,01-07-2024,first_half,full_day,5,Chad Thomas,Erik Grant,Business,Business Development Executive
marriage_leave,21-04-2024,27-04-2024,first_half,full_day,7,Michael Smith,Stephen Hernandez,Business,Business Development Executive
academic_leave,18-04-2024,25-04-2024,second_half,full_day,8,Ms. Stephanie King,Jason Jones,Business,Business Development Executive
casual_leave,23-12-2024,26-12-2024,second_half,full_day,4,Melvin Garcia,Jennifer Washington,Business,Business Development Executive
academic_leave,20-10-2023,26-10-2023,second_half,first_half,7,Tiffany Rodriguez,Samantha Martinez,Office Admin,Office Admin
marriage_leave,28-04-2024,29-04-2024,first_half,full_day,2,Diana Hernandez,Jeremy Pace DDS,HR,HR
casual_leave,01-01-2024,04-01-2024,first_half,full_day,4,Jeffrey Simon,George Ochoa,Business,Business Development Executive
maternity_leave,11-04-2024,20-04-2024,second_half,first_half,10,Christopher Miller,Lisa Mendoza,HR,Project coordinator
marriage_leave,20-02-2024,20-02-2024,full_day,first_half,0.5,Mrs. Erica Wallace,Mallory Thomas,HR,HR
medical_leave,18-09-2024,19-09-2024,second_half,full_day,2,Evan Wilson,Savannah Simmons,HR,HR
paternity_leave,03-09-2024,11-09-2024,full_day,full_day,9,Mary Rhodes,Tara Ramirez,Technical,Angular
academic_leave,11-09-2023,12-09-2023,second_half,first_half,2,Alex Gonzales,Kayla Griffin,Technical,Angular
academic_leave,29-08-2023,03-09-2023,first_half,full_day,6,Christine Mahoney,Anna Sloan,Office Admin,Office Admin
marriage_leave,11-04-2024,15-04-2024,second_half,first_half,5,Nathan York,Tamara Moore,Technical,ReactJS
maternity_leave,23-09-2024,28-09-2024,first_half,first_half,6,Carolyn Peters,Kaitlyn Mack,Technical,iOS
marriage_leave,16-02-2024,17-02-2024,second_half,full_day,2,Kristin Rogers,Sheri Tran,Technical,NodeJS
paternity_leave,22-01-2025,31-01-2025,first_half,first_half,10,Nicole Ellis MD,Cassandra Rocha,Technical,System
medical_leave,24-12-2024,25-12-2024,first_half,first_half,2,Autumn Bates,Justin Jennings,Office Admin,Office Admin
academic_leave,01-04-2024,11-04-2024,second_half,first_half,11,Ashley Meyer,Carla Rivera DDS,Business,Business Development Executive
marriage_leave,25-01-2024,04-02-2024,second_half,full_day,11,Misty Phillips,John Estrada,HR,HR
paternity_leave,28-03-2024,31-03-2024,first_half,full_day,4,Nathan Martin,Misty Davis DDS,Technical,ReactJS
paternity_leave,19-03-2024,24-03-2024,second_half,first_half,6,Bobby Banks,Brian Ballard,Technical,NodeJS
marriage_leave,16-08-2023,16-08-2023,second_half,full_day,0.5,Yolanda Mercado,Rodney Abbott,Technical,NodeJS
paternity_leave,27-01-2025,04-02-2025,full_day,full_day,9,Christopher Bryan,Robin Hull,HR,Project coordinator
casual_leave,10-06-2023,12-06-2023,second_half,full_day,3,Alison Huerta,Whitney Soto,Technical,Android
maternity_leave,25-01-2024,28-01-2024,full_day,first_half,4,James Scott,John Brown,Technical,ReactJS
maternity_leave,08-11-2023,13-11-2023,second_half,first_half,6,Katherine Cox,Bruce Jackson,Office Admin,Office Admin
paternity_leave,29-12-2024,29-12-2024,first_half,full_day,0.5,Joshua Stephenson,Kristine Johnson,Business,Business Development Executive
paternity_leave,15-02-2025,20-02-2025,full_day,first_half,6,Michelle Livingston,Renee Bailey,Business,Business Development Executive
paternity_leave,23-05-2024,26-05-2024,first_half,full_day,4,Hannah Morgan,Michael Hamilton,HR,Project coordinator
maternity_leave,10-01-2024,16-01-2024,full_day,full_day,7,Jordan Bell,Misty Oneal,HR,HR
maternity_leave,11-03-2025,15-03-2025,second_half,first_half,5,Nicole Lynch,Albert Thompson,Office Admin,Office Admin
paternity_leave,13-05-2024,15-05-2024,second_half,full_day,3,Aaron Cunningham,Kathleen Williams,Business,Business Development Executive
maternity_leave,10-08-2024,12-08-2024,second_half,first_half,3,Elizabeth Underwood,Steve David,Office Admin,Office Admin
medical_leave,06-07-2024,09-07-2024,full_day,first_half,4,Ashley Taylor,Marc Zimmerman,HR,Project coordinator
casual_leave,11-12-2024,21-12-2024,full_day,first_half,11,Danny Small,Donald Lynn,Business,Business Development Executive
casual_leave,11-08-2023,15-08-2023,first_half,first_half,5,Amber Rose,Mr. Colin Bruce,Office Admin,Office Admin
paternity_leave,25-02-2024,28-02-2024,full_day,full_day,4,Tracy Hunter,Rita Warren,Business,Business Development Executive
marriage_leave,27-03-2024,04-04-2024,full_day,first_half,9,Michael Tran,Belinda Henry,Business,Business Development Executive
casual_leave,06-08-2023,15-08-2023,first_half,full_day,10,Heather Hayes,Benjamin Holland,Business,Business Development Executive
marriage_leave,03-02-2024,13-02-2024,full_day,full_day,11,Max Miller,Daniel Rodriguez,Office Admin,Office Admin
academic_leave,27-02-2025,05-03-2025,full_day,full_day,7,William Peterson,Alexa Bond,HR,Project coordinator
medical_leave,16-01-2024,25-01-2024,first_half,full_day,10,Ian Sanchez,Kevin Nguyen,Office Admin,Office Admin
marriage_leave,21-08-2024,25-08-2024,first_half,full_day,5,Curtis Shaw,Eddie Atkinson,Technical,ReactJS
maternity_leave,07-11-2024,14-11-2024,full_day,full_day,8,William Stanton,Christine Johnson,Technical,ReactJS
paternity_leave,05-02-2025,11-02-2025,first_half,full_day,7,Matthew Gillespie,Sheryl May,HR,Project coordinator
marriage_leave,10-06-2024,12-06-2024,second_half,first_half,3,Katherine Rodriguez,Heidi Hurley,Technical,Android
maternity_leave,13-02-2025,14-02-2025,second_half,first_half,2,Diana Roberts,Jeremy Copeland,Office Admin,Office Admin
paternity_leave,12-02-2024,20-02-2024,first_half,first_half,9,Elizabeth Lewis,David Harris,Business,Business Development Executive
paternity_leave,01-10-2024,09-10-2024,full_day,first_half,9,John Johnson,Timothy Wilson,Business,Business Development Executive
maternity_leave,28-08-2024,01-09-2024,full_day,full_day,5,Sarah Lopez,Jody Friedman,HR,Project coordinator
medical_leave,29-07-2023,01-08-2023,full_day,full_day,4,Tyler Evans,Gabrielle Sims,Business,Business Development Executive
maternity_leave,15-07-2024,25-07-2024,full_day,first_half,11,Michele Bass,Adam Franklin,HR,HR
marriage_leave,06-12-2024,08-12-2024,full_day,first_half,3,Kelli Baker,David Villegas,HR,HR
maternity_leave,16-09-2024,24-09-2024,second_half,first_half,9,Michael Mcfarland,Robert Riley,Office Admin,Office Admin
academic_leave,08-05-2024,16-05-2024,second_half,first_half,9,Daniel Rodriguez,Bradley Lawrence,Technical,ReactJS
medical_leave,21-06-2023,22-06-2023,first_half,full_day,2,Monica Meza,Mark Avery,Business,Business Development Executive
marriage_leave,12-12-2024,14-12-2024,second_half,first_half,3,Patricia Lee,Michael Rodriguez,Business,Business Development Executive
paternity_leave,24-01-2025,28-01-2025,full_day,first_half,5,Danielle Carrillo,Amy Richards,Office Admin,Office Admin
medical_leave,15-03-2024,19-03-2024,first_half,full_day,5,Ashley Camacho,John Johnson,Technical,System
academic_leave,18-04-2025,23-04-2025,first_half,full_day,6,Craig Wong,Richard Lopez,Office Admin,Office Admin
casual_leave,27-11-2023,04-12-2023,full_day,first_half,8,Timothy Chang,Charles White,HR,HR
medical_leave,01-10-2024,11-10-2024,second_half,first_half,11,Rachael Morrow,Joseph Curtis,Business,Business Development Executive
medical_leave,05-08-2024,05-08-2024,full_day,first_half,0.5,Cody Haas,Catherine Price,HR,HR
medical_leave,05-06-2024,08-06-2024,first_half,full_day,4,Joseph Wright,Cynthia Valencia,Technical,System
academic_leave,29-06-2023,07-07-2023,first_half,full_day,9,Justin Doyle,Carolyn Little,HR,HR
medical_leave,15-06-2024,16-06-2024,first_half,full_day,2,Julie Frazier,Chelsea Cox,Office Admin,Office Admin
marriage_leave,10-11-2023,17-11-2023,first_half,full_day,8,Kristy Williams,Margaret Wheeler,Technical,Angular
medical_leave,11-04-2024,16-04-2024,first_half,full_day,6,Heather Fisher,Craig Becker,Business,Business Development Executive
medical_leave,26-02-2024,04-03-2024,second_half,first_half,8,Michael Vaughn,Ryan Shaw,Technical,Android
paternity_leave,24-03-2024,24-03-2024,full_day,first_half,0.5,Jacob Cox,Nancy Cline,Technical,ReactJS
marriage_leave,23-06-2024,30-06-2024,second_half,first_half,8,Michael Guzman,Dale Warren,HR,HR
academic_leave,16-05-2023,25-05-2023,second_half,first_half,10,Taylor Ward,Ronald Griffith,Business,Business Development Executive
academic_leave,02-08-2023,05-08-2023,first_half,full_day,4,Juan Perez,Andrea Mckee,Office Admin,Office Admin
paternity_leave,14-04-2024,23-04-2024,second_half,full_day,10,Michael Daugherty DDS,Ashley Hicks,Business,Business Development Executive
maternity_leave,29-09-2023,05-10-2023,full_day,full_day,7,Kelly Shaffer,Emily Ayala,Business,Business Development Executive
casual_leave,10-11-2023,17-11-2023,full_day,first_half,8,Marcus Glenn,Walter Rich,Office Admin,Office Admin
maternity_leave,12-07-2024,22-07-2024,full_day,first_half,11,Whitney Navarro,Troy Beasley,Office Admin,Office Admin
marriage_leave,22-05-2023,23-05-2023,second_half,full_day,2,Sean Mcdaniel III,Gail Miranda,Business,Business Development Executive
casual_leave,15-12-2024,25-12-2024,full_day,first_half,11,Timothy Allen,John Martinez,HR,HR
maternity_leave,11-02-2025,14-02-2025,first_half,full_day,4,Lori Hoffman,Stacy Smith,HR,HR
academic_leave,28-10-2023,07-11-2023,first_half,first_half,11,Dennis Johnson,Christina Powell,Technical,iOS
medical_leave,07-10-2023,12-10-2023,first_half,first_half,6,Jonathan Villegas,Hunter Jones,Business,Business Development Executive
medical_leave,18-02-2024,26-02-2024,first_half,first_half,9,Theresa Ross,Joseph Flores,Business,Business Development Executive
maternity_leave,24-03-2024,02-04-2024,second_half,first_half,10,Jerry Garcia,Jennifer Holmes,Technical,PHP
academic_leave,01-03-2024,11-03-2024,full_day,full_day,11,Mark Hurley,Brittany Morrison,Technical,System
academic_leave,16-05-2024,20-05-2024,full_day,first_half,5,David Johnson,Jill Jimenez,Office Admin,Office Admin
maternity_leave,07-10-2024,15-10-2024,full_day,full_day,9,Sarah Graves,Daniel Morris,Technical,ReactJS
paternity_leave,10-07-2024,13-07-2024,second_half,first_half,4,Mark Griffin,Amanda Miller,Business,Business Development Executive
academic_leave,05-02-2025,12-02-2025,full_day,full_day,8,Andrea Thompson,Dr. Amanda Fox,HR,Project coordinator
marriage_leave,22-06-2024,27-06-2024,first_half,first_half,6,Erin Lee,Nicholas Lewis,Business,Business Development Executive
maternity_leave,02-03-2025,11-03-2025,second_half,full_day,10,Chad Smith,Martha Hardin,HR,Project coordinator
paternity_leave,23-11-2024,02-12-2024,second_half,full_day,10,Katherine Daugherty,Christopher Franklin,Business,Business Development Executive
paternity_leave,15-07-2024,19-07-2024,first_half,full_day,5,Tamara Campos,Alice Gardner,HR,HR
paternity_leave,28-04-2023,08-05-2023,full_day,full_day,11,Daniel Byrd,Danielle Johnson,Technical,Angular
casual_leave,15-09-2023,23-09-2023,second_half,first_half,9,Victoria Watson,Jessica Moore,Technical,NodeJS
marriage_leave,03-11-2024,04-11-2024,second_half,full_day,2,Samantha York,Tonya Terry,Office Admin,Office Admin
maternity_leave,13-03-2024,20-03-2024,second_half,full_day,8,Kathryn Mclaughlin,Gary Charles,Office Admin,Office Admin
paternity_leave,04-03-2024,09-03-2024,second_half,full_day,6,Jordan Haynes,William Norman,HR,HR
paternity_leave,15-06-2024,25-06-2024,second_half,full_day,11,Ronald Moss,Mr. Jeffery Rodriguez,Office Admin,Office Admin
academic_leave,12-11-2023,18-11-2023,full_day,full_day,7,Shelby Davis,Lauren Hampton,HR,HR
maternity_leave,20-01-2024,30-01-2024,second_half,first_half,11,Michael Carter,Heather Young,Technical,iOS
casual_leave,23-04-2024,02-05-2024,full_day,first_half,10,James Sheppard,Kristie Valdez,Business,Business Development Executive
casual_leave,03-12-2024,12-12-2024,second_half,first_half,10,Emily Jennings,Bryan Terry,Office Admin,Office Admin
marriage_leave,15-12-2023,24-12-2023,second_half,full_day,10,Denise Quinn,Emma Ryan,Business,Business Development Executive
maternity_leave,05-10-2023,13-10-2023,first_half,first_half,9,John Zuniga,Jennifer Pierce,Business,Business Development Executive
medical_leave,23-03-2024,29-03-2024,second_half,full_day,7,Dana Mueller,John Huynh,HR,Project coordinator
casual_leave,21-06-2023,21-06-2023,full_day,full_day,1,Travis Newton,Sarah Austin,Office Admin,Office Admin
paternity_leave,04-02-2025,10-02-2025,first_half,first_half,7,Deanna Lee,Jeff Salazar,Office Admin,Office Admin
medical_leave,31-05-2023,10-06-2023,second_half,full_day,11,Jennifer Alvarado,Mary Petty,Business,Business Development Executive
marriage_leave,07-01-2025,09-01-2025,full_day,first_half,3,Michael Robertson,Cindy Berry,Business,Business Development Executive
paternity_leave,18-04-2024,18-04-2024,full_day,first_half,0.5,Jeffrey Adams,Jared Brown,Technical,iOS
paternity_leave,23-05-2024,27-05-2024,second_half,first_half,5,Mary Flores,Jessica Thompson,Business,Business Development Executive
maternity_leave,18-12-2024,26-12-2024,second_half,first_half,9,Emily Dennis,Lisa Pope,HR,Project coordinator
paternity_leave,23-02-2025,25-02-2025,first_half,first_half,3,Jeremy Hurst,April Black,Office Admin,Office Admin
academic_leave,21-09-2023,23-09-2023,full_day,first_half,3,Cathy Rice,Willie Stewart,HR,Project coordinator
casual_leave,07-10-2024,07-10-2024,second_half,first_half,0.5,Kimberly Beck,Ian Reyes,Technical,ReactJS
casual_leave,06-07-2023,08-07-2023,second_half,full_day,3,Danielle Clark,Samantha Solomon,Office Admin,Office Admin
paternity_leave,18-10-2023,19-10-2023,full_day,first_half,2,Adam Calhoun,Anna Brock,Office Admin,Office Admin
academic_leave,11-05-2023,21-05-2023,second_half,full_day,11,Daniel Hamilton,Bradley Miller,Business,Business Development Executive
marriage_leave,19-08-2024,20-08-2024,second_half,first_half,2,Pamela Sharp,Joseph White,HR,HR
marriage_leave,10-11-2023,14-11-2023,second_half,full_day,5,Lynn Barnes,Steven Walter,Office Admin,Office Admin
maternity_leave,02-03-2024,05-03-2024,second_half,full_day,4,Lisa Pittman,Jacqueline Smith,Office Admin,Office Admin
medical_leave,25-04-2024,01-05-2024,first_half,first_half,7,Cassandra Murphy,Kathy Bryant,Technical,Angular
maternity_leave,07-12-2023,08-12-2023,full_day,full_day,2,Veronica Baldwin,Thomas Christian,Office Admin,Office Admin
academic_leave,27-03-2024,05-04-2024,first_half,full_day,10,Stephanie Jennings,David Brennan,HR,HR
medical_leave,30-07-2023,31-07-2023,second_half,full_day,2,John Jackson,Haley Neal,HR,Project coordinator
maternity_leave,24-10-2024,30-10-2024,full_day,full_day,7,Andrew Matthews,Corey Alexander,Business,Business Development Executive
paternity_leave,04-04-2024,12-04-2024,full_day,full_day,9,Jason Castro,Pamela Jones,Business,Business Development Executive
medical_leave,15-10-2024,15-10-2024,second_half,first_half,0.5,Joyce Villa,Melissa Lucas,Office Admin,Office Admin
maternity_leave,30-10-2024,06-11-2024,first_half,first_half,8,Jessica Nelson,Meghan Brown,HR,HR
medical_leave,28-01-2025,04-02-2025,full_day,first_half,8,Pamela Bennett,James Phillips,HR,Project coordinator
marriage_leave,11-06-2023,12-06-2023,second_half,first_half,2,Joshua Martinez,Joshua Smith,Office Admin,Office Admin
paternity_leave,16-04-2024,18-04-2024,second_half,full_day,3,Deborah Lopez,Shane Villa,Office Admin,Office Admin
marriage_leave,22-12-2024,22-12-2024,second_half,full_day,0.5,Michelle George,Donna Hampton,Business,Business Development Executive
academic_leave,22-10-2023,29-10-2023,full_day,first_half,8,Anthony Colon Jr.,Shannon Hanson,Technical,Android
